,Name,appNo,appType,approvDate,Company,marketStat,reviewAvailable,reviewPageLink,medReviewAvailable,statReviewAvailable,sumReviewAvailable,PatientPopulationAltered,PPAReviewAvailable,PPAReviewLink
3427,CLOLAR,21673,NDA,2004-12-28 00:00:00,GENZYME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-673_Clolar.cfm,True,True,False,False,False,-
3430,CLOBEX,21835,NDA,2005-10-27 00:00:00,GALDERMA LABS LP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021835s000TOC.cfm,True,True,False,False,False,-
3431,CLOBEX,21644,NDA,2004-02-05 00:00:00,GALDERMA LABS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-644_Clobex.cfm,True,True,False,False,False,-
3433,CLOBEX,21535,NDA,2003-07-24 00:00:00,GALDERMA LABS LP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-535_Clobex.cfm,True,True,False,False,False,-
3496,CLINDESSE,50793,NDA,2004-11-30 00:00:00,PERRIGO PHARMA INTL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/050793s000_ClinesseTOC.cfm,True,True,False,False,False,-
3558,CLINDAGEL,50782,NDA,2000-11-27 00:00:00,PRECISION DERMAT,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-782_Clindagel.cfm,True,True,False,False,False,-
3566,CLIMARA PRO,21885,NDA,2005-12-27 00:00:00,BERLEX LABS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021885s000TOC.cfm,True,True,False,False,False,-
3567,CLIMARA PRO,21258,NDA,2003-11-21 00:00:00,BAYER HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021258s000_ClimaraTOC.cfm,True,True,False,False,False,-
3583,CLEOCIN,50767,NDA,1999-08-13 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/50767_Cleocin.cfm,True,True,False,False,False,-
3609,CLARITIN REDITABS,21993,NDA,2006-12-12 00:00:00,BAYER HEALTHCARE LLC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021993_claritin_toc.cfm,True,False,False,False,False,-
3637,CLARINEX-D 12 HOUR,21313,NDA,2006-02-01 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021313s000TOC.cfm,True,True,False,False,False,-
3638,CLARINEX D 24 HOUR,21605,NDA,2005-03-03 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021605s000TOC.cfm,True,True,False,False,False,-
3641,CLARINEX,21563,NDA,2004-09-03 00:00:00,SCHERING,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021563s000_ClarinexTOC.cfm,True,False,False,False,False,-
3642,CLARINEX,21363,NDA,2002-02-08 00:00:00,SCHERING,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-363_Clarinex.cfm,True,True,False,False,False,-
3643,CLARINEX,21312,NDA,2002-06-26 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-312_Clarinex.cfm,True,True,False,False,False,-
3644,CLARINEX,21300,NDA,2004-09-01 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021300s000_ClarinexTOC.cfm,True,False,False,False,False,-
3645,CLARINEX,21297,NDA,2002-02-08 00:00:00,SCHERING,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-297_Clarinex.cfm,True,True,False,False,False,-
3647,CLARINEX,21165,NDA,2001-12-21 00:00:00,MERCK SHARP DOHME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-165_Clarinex.cfm,True,True,False,False,False,-
3754,CIPRODEX,21537,NDA,2003-07-18 00:00:00,ALCON PHARMS LTD,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021537_Ciprodex.cfm,True,True,False,False,False,-
3762,CIPRO XR,21554,NDA,2003-08-28 00:00:00,BAYER PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021554s000_CirpoXRTOC.cfm,True,True,False,False,False,-
3764,CIPRO HC,20805,NDA,1998-02-10 00:00:00,ALCON PHARMS LTD,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20805.cfm,True,True,False,False,False,-
3828,CILOXAN,20369,NDA,1998-03-30 00:00:00,ALCON PHARMS LTD,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020369_ciloxan.cfm,True,True,False,False,False,-
3885,CIALIS,21368,NDA,2003-11-21 00:00:00,LILLY,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-368_Cialis.cfm,True,True,False,False,False,-
4237,CHLORHEXIDINE GLUCONATE,21669,NDA,2005-04-25 00:00:00,SAGE PRODS,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21669s000TOC.cfm,True,True,False,False,False,-
4254,CHLORAPREP WITH TINT,20832,NDA,2000-07-14 00:00:00,BECTON DICKINSON CO,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-832_CHLORAPREP.cfm,True,True,False,False,False,-
4255,CHLORAPREP TRIPLE SWABSTICK,21555,NDA,2002-10-07 00:00:00,BECTON DICKINSON CO,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-555_Chloraprep.cfm,True,True,False,False,False,-
4280,CHIRHOSTIM,21256,NDA,2004-04-09 00:00:00,CHIRHOCLIN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-256_SyntheticHS.cfm,True,True,False,False,False,-
4283,CHILDREN'S MOTRIN COLD,21128,NDA,2000-08-01 00:00:00,J AND J CONSUMER INC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-128_ChildrensMotrin.cfm,True,False,False,False,False,-
4298,CHILDREN'S ELIXSURE,21604,NDA,2004-01-07 00:00:00,MOBERG PHARMA NORTH,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021604s000_Childrens_ElixSureTOC.cfm,True,False,False,False,False,-
4310,CHILDREN'S CLARITIN,21891,NDA,2006-08-23 00:00:00,BAYER HEALTHCARE LLC,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021891s000TOC.cfm,True,False,False,False,False,-
4326,CHILDREN'S ALLEGRA HIVES,21909,NDA,2007-07-26 00:00:00,SANOFI AVENTIS US,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021909_allegra_toc.cfm,True,False,False,False,False,-
4341,CHILDREN'S ADVIL COLD,21373,NDA,2002-04-18 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-373_Ibuprofen%20Childrens%20Advil.cfm,True,False,False,False,False,-
4342,CHILDREN'S ADVIL ALLERGY SINUS,21587,NDA,2004-02-24 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-587_Advil.cfm,True,False,False,False,False,-
4345,CHILDREN'S ADVIL,20944,NDA,1998-12-18 00:00:00,PFIZER,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20944_Advil.cfm,True,False,False,False,False,-
4352,CHANTIX,21928,NDA,2006-05-10 00:00:00,PFIZER INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021928_s000_ChantixTOC.cfm,True,True,False,False,False,-
4355,CETYLEV,207916,NDA,2016-01-29 00:00:00,ARBOR PHARMS LLC,Prescription,False,-,-,-,-,False,False,-
4356,CETROTIDE,21197,NDA,2000-08-11 00:00:00,EMD SERONO INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-197_Cetrotide.cfm,True,True,False,False,False,-
4501,CENTANY,50788,NDA,2002-12-04 00:00:00,PERRIGO NEW YORK,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/050788_mupirocin.cfm,True,True,False,False,False,-
4503,CELLCEPT,50759,NDA,1998-10-01 00:00:00,ROCHE PALO,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050759_s000_CellCeptTOC.cfm,True,False,False,True,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-722S007_CellCept.cfm
4504,CELLCEPT,50758,NDA,1998-08-12 00:00:00,ROCHE PALO,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/505758.cfm,True,False,False,False,False,-
4508,CELEXA,20822,NDA,1998-07-17 00:00:00,FOREST LABS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020822a.cfm,True,True,False,False,False,-
4521,CELEBREX,21156,NDA,1999-12-23 00:00:00,GD SEARLE LLC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21156-S007_Celebrex.cfm,True,False,False,False,False,-
4522,CELEBREX,20998,NDA,1998-12-31 00:00:00,GD SEARLE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20998.cfm,True,True,False,True,False,-
4555,CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER,50780,NDA,2001-02-21 00:00:00,B BRAUN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/50780_Cefuroxime.cfm,True,True,False,False,False,-
4577,CEFTRIAXONE AND DEXTROSE IN DUPLEX CONTAINER,50796,NDA,2005-04-20 00:00:00,B BRAUN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/050796s000TOC.cfm,True,True,False,False,False,-
4628,CEFOXITIN AND DEXTROSE IN DUPLEX CONTAINER,65214,NDA,2006-03-10 00:00:00,B BRAUN,Prescription,False,-,-,-,-,False,False,-
4639,CEFOTETAN AND DEXTROSE IN DUPLEX CONTAINER,65430,NDA,2007-08-09 00:00:00,B BRAUN,Prescription,False,-,-,-,-,False,False,-
4785,CAVERJECT IMPULSE,21212,NDA,2002-06-11 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-212_Caverject.cfm,True,False,False,False,False,-
4795,CASODEX,22310,NDA,2008-12-19 00:00:00,ASTRAZENECA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022310_casodex_toc.cfm,True,True,False,False,False,-
4825,CARNEXIV,206030,NDA,2016-10-07 00:00:00,LUNDBECK LLC,Prescription,False,-,-,-,-,False,False,-
4857,CARDURA XL,21269,NDA,2005-02-22 00:00:00,PFIZER,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021269_carduraxl_toc.cfm,True,True,False,False,False,-
4861,CARDIZEM LA,21392,NDA,2003-02-06 00:00:00,VALEANT INTL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-392_CardizemTOC.cfm,True,True,False,False,False,-
4909,"CARBON DIOXIDE, USP",207166,NDA,2014-05-24 00:00:00,RELIANT HOLDINGS LTD,Prescription,False,-,-,-,-,False,False,-
4910,"CARBON DIOXIDE, USP",206025,NDA,2013-09-07 00:00:00,AIRGAS USA LLC,Prescription,False,-,-,-,-,False,False,-
4911,"CARBON DIOXIDE, USP",205852,NDA,2013-07-21 00:00:00,PRAXAIR INC,Prescription,False,-,-,-,-,False,False,-
4912,"CARBON DIOXIDE, USP",205846,NDA,2013-07-20 00:00:00,AIRGAS CARBONIC INC,Prescription,False,-,-,-,-,False,False,-
4913,"CARBON DIOXIDE, USP",205815,NDA,2013-07-05 00:00:00,LINDE MERCHANT PRODUCTIONS INC,Prescription,False,-,-,-,-,False,False,-
4915,"CARBON DIOXIDE, USP",205764,NDA,2013-07-05 00:00:00,LINDE NORTH AMERICA INC,Prescription,False,-,-,-,-,False,False,-
4986,CARAC,20985,NDA,2000-10-27 00:00:00,VALEANT PHARMS NORTH,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/carac_20985.cfm,True,True,False,False,False,-
5020,CAPITAL SOLEIL 15,21501,NDA,2006-10-02 00:00:00,LOREAL USA,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021501_capital_soleil_toc.cfm,True,False,False,False,False,-
5039,CANCIDAS,21227,NDA,2001-01-26 00:00:00,MERCK,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21227_Cancidas.cfm,True,True,False,True,False,-
5043,CAMPATH,103948,BLA,2001-05-07 00:00:00,GENZYME,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/103948s000_CampathTOC.cfm,True,True,False,False,False,-
5051,CAMBIA,22165,NDA,2009-06-17 00:00:00,DEPOMED INC,Prescription,False,-,-,-,-,False,False,-
5063,CALCIUM CHLORIDE 10% IN PLASTIC CONTAINER,21117,NDA,2000-01-28 00:00:00,HOSPIRA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/021117_CalciumChloride.cfm,True,False,False,False,False,-
5122,CAFCIT,20793,NDA,1999-09-21 00:00:00,WEST-WARD PHARMS INT,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020793_000_CafcitTOC.cfm,True,True,False,False,False,-
5123,CADUET,21540,NDA,2004-01-30 00:00:00,PFIZER,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021540S000_Caduet.cfm,True,True,False,False,False,-
5126,CABOMETYX,208692,NDA,2016-04-25 00:00:00,EXELIXIS INC,Prescription,False,-,-,-,-,False,False,-
5149,EXTRANEAL,21321,NDA,2002-12-20 00:00:00,BAXTER HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21321_Extraneal.cfm,True,True,False,False,False,-
5156,EXTINA,21738,NDA,2007-06-12 00:00:00,DELCOR ASSET CORP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021738_extina_toc.cfm,True,True,False,False,False,-
5163,EXPAREL,22496,NDA,2011-10-28 00:00:00,PACIRA PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022496Orig1s000TOC.cfm,True,True,False,False,False,-
5167,EXJADE,21882,NDA,2005-11-02 00:00:00,NOVARTIS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021882_s000_ExjadeTOC.cfm,True,True,False,True,False,-
5171,EXFORGE,21990,NDA,2007-06-20 00:00:00,NOVARTIS,Prescription,False,-,-,-,-,False,False,-
5175,EXELON,22083,NDA,2007-07-06 00:00:00,NOVARTIS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022083_exelon_toc.cfm,True,True,False,False,False,-
5176,EXELON,20823,NDA,2000-04-21 00:00:00,NOVARTIS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20823_Exelon.cfm,True,True,False,False,False,-
5181,EXCEDRIN (MIGRAINE),20802,NDA,1998-01-14 00:00:00,GLAXOSMITHKLINE CONS,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020802_s000_ExcedrinTOC.cfm,True,True,False,False,False,-
5183,EVZIO,209862,NDA,2016-10-19 00:00:00,KALEO INC,Prescription,False,-,-,-,-,False,False,-
5184,EVOXAC,20989,NDA,2000-01-11 00:00:00,DAIICHI SANKYO,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-989_Evoxac.cfm,True,True,False,False,False,-
5187,EVOMELA,207155,NDA,2016-03-10 00:00:00,SPECTRUM PHARMS,Prescription,False,-,-,-,-,False,False,-
5188,EVOCLIN,50801,NDA,2004-10-22 00:00:00,DELCOR ASSET CORP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/050801s000_EvoclinTOC.cfm,True,True,False,False,False,-
5189,EVISTA,22042,NDA,2007-09-13 00:00:00,LILLY,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022042_evista_toc.cfm,True,True,False,False,False,-
5319,ESTRASORB,21371,NDA,2003-10-09 00:00:00,EXELTIS USA INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-371_Estrasorb.cfm,True,True,False,False,False,-
5361,ESOMEPRAZOLE STRONTIUM,202342,NDA,2013-08-06 00:00:00,HANMI PHARM CO LTD,Prescription,False,-,-,-,-,False,False,-
5367,ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,205703,NDA,2016-04-07 00:00:00,HQ SPCLT PHARMA,Prescription,False,-,-,-,-,False,False,-
5374,ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER,205703,NDA,2016-04-07 00:00:00,HQ SPCLT PHARMA,Prescription,False,-,-,-,-,False,False,-
5531,ERTACZO,21385,NDA,2003-12-10 00:00:00,VALEANT LUXEMBOURG,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-385_Ertaczo.cfm,True,True,False,False,False,-
5566,ERBITUX,125084,BLA,2004-02-12 00:00:00,IMCLONE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/bla/2004/125084_erbitux_toc.cfm,True,True,False,True,False,-
5567,ERAXIS,21948,NDA,2006-02-17 00:00:00,PFIZER,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021632_021948_EraxisTOC.cfm,True,True,False,False,False,-
5571,EQUETRO,21710,NDA,2004-12-10 00:00:00,VALIDUS PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021710s000_EquetroTOC.cfm,True,True,False,False,False,-
5575,EPZICOM,21652,NDA,2004-08-02 00:00:00,VIIV HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021652s000_EpzicomTOC.cfm,True,False,False,False,False,-
5586,EPIVIR-HBV,21004,NDA,1998-12-08 00:00:00,GLAXOSMITHKLINE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/21003_Epivir.cfm,True,True,False,False,False,-
5622,EPANED,208686,NDA,2016-09-20 00:00:00,SILVERGATE PHARMS,Prescription,False,-,-,-,-,False,False,-
5623,ENVARSUS XR,206406,NDA,2015-07-10 00:00:00,VELOXIS PHARMS INC,Prescription,False,-,-,-,-,False,False,-
5628,ENTOCORT EC,21324,NDA,2001-10-02 00:00:00,PERRIGO PHARMA INTL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-324_Entocort.cfm,True,True,False,True,False,-
5656,ENJUVIA,21443,NDA,2004-05-10 00:00:00,TEVA WOMENS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021443s000_EnjuviaTOC.cfm,True,False,False,False,False,-
5663,ENDOMETRIN,22057,NDA,2007-06-21 00:00:00,FERRING,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022057_endometrin_toc.cfm,True,True,False,False,False,-
5694,ENABLEX,21513,NDA,2004-12-22 00:00:00,APIL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-513_Enablex.cfm,True,True,False,False,False,-
5695,EMTRIVA,21896,NDA,2005-09-28 00:00:00,GILEAD,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021896s000TOC.cfm,True,True,False,True,False,-
5696,EMTRIVA,21500,NDA,2003-07-02 00:00:00,GILEAD,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021500_emtriva_toc.cfm,True,True,False,False,False,-
5705,EMSAM,21708,NDA,2014-09-10 00:00:00,SOMERSET,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021336s000_021708s000TOC.cfm,True,True,False,False,False,-
5720,EMEND,21549,NDA,2003-03-27 00:00:00,MERCK,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-549_Emend.cfm,True,True,False,False,False,-
5732,ELOXATIN,21759,NDA,2005-01-31 00:00:00,SANOFI AVENTIS US,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021759s000TOC.cfm,False,False,False,False,False,-
5738,ELLENCE,50778,NDA,1999-09-15 00:00:00,PFIZER INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/50-778_Ellence.cfm,True,True,False,False,False,-
5750,ELIGARD,21731,NDA,2004-12-14 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021731s000_EligardTOC.cfm,True,False,False,False,False,-
5751,ELIGARD,21488,NDA,2003-02-13 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021488_eligard.cfm,True,True,False,False,False,-
5752,ELIGARD,21379,NDA,2002-07-24 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-379_Eligard.cfm,True,False,False,False,False,-
5753,ELIGARD,21343,NDA,2002-01-23 00:00:00,TOLMAR THERAP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-343_Eligard.cfm,True,True,False,False,False,-
5756,ELIDEL,21302,NDA,2001-12-13 00:00:00,VALEANT BERMUDA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-302_Elidel.cfm,True,True,False,False,False,-
5761,ELESTAT,21565,NDA,2003-10-16 00:00:00,ALLERGAN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-565_Elestat.cfm,True,True,False,False,False,-
5769,ELAPRASE,125151,BLA,2006-07-24 00:00:00,SHIRE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/125151s0000_ElapraseTOC.cfm,True,True,False,False,False,-
5841,E-Z-HD,208036,NDA,2016-01-11 00:00:00,BRACCO,Prescription,False,-,-,-,-,False,False,-
5881,DUTOPROL,21956,NDA,2006-08-28 00:00:00,CONCORDIA PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021956s000TOC.cfm,True,True,False,False,False,-
5910,DURAPREP,21586,NDA,2006-09-29 00:00:00,3M,Over-the-counter,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021586s000TOC.cfm,True,True,False,False,False,-
5933,DUODOTE,21983,NDA,2006-09-28 00:00:00,MERIDIAN MEDCL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021983_duodote_toc.cfm,True,False,False,False,False,-
5956,DUETACT,21925,NDA,2006-07-28 00:00:00,TAKEDA PHARMS USA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021925_duetact_toc.cfm,True,False,False,False,False,-
5959,DUAC,50741,NDA,2002-08-26 00:00:00,STIEFEL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/050741_duac.cfm,True,True,False,False,False,-
6246,DORYX,50795,NDA,2005-05-06 00:00:00,MAYNE PHARMA,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/050795s000_DoryxTOC.cfm,True,True,False,False,False,-
6342,DOCEFREZ,22534,NDA,2011-05-03 00:00:00,SUN PHARMA GLOBAL,Prescription,False,-,-,-,-,False,False,-
6350,DOCETAXEL,22234,NDA,2011-03-08 00:00:00,HOSPIRA INC,Prescription,False,-,-,-,-,False,False,-
6410,DITROPAN XL,20897,NDA,1998-12-16 00:00:00,JANSSEN PHARMS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20897.cfm,True,True,False,False,False,-
6586,DIOVAN HCT,20818,NDA,1998-03-06 00:00:00,NOVARTIS,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020818_diovan_toc.cfm,True,True,False,False,False,-
6587,DIOVAN,21283,NDA,2001-07-18 00:00:00,NOVARTIS,Prescription,False,-,-,-,-,True,False,-
6676,DIGOXIN,21648,NDA,2004-08-26 00:00:00,ROXANE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021648s000TOC.cfm,True,False,False,False,False,-
6691,DIFFERIN,21753,NDA,2007-06-19 00:00:00,GALDERMA LABS LP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021753TOC.cfm,True,True,False,False,False,-
6692,DIFFERIN,20748,NDA,2000-05-26 00:00:00,GALDERMA LABS LP,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/020748_differin.cfm,True,True,False,False,False,-
7127,DEXILANT SOLUTAB,208056,NDA,2016-01-26 00:00:00,TAKEDA PHARMS USA,Prescription,False,-,-,-,-,False,False,-
7275,DETROL LA,21228,NDA,2000-12-22 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-228_Detrol.cfm,True,True,False,False,False,-
7276,DETROL,20771,NDA,1998-03-25 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20771_Detrol.cfm,True,True,False,False,False,-
7280,DESVENLAFAXINE,204150,NDA,2013-03-04 00:00:00,ALEMBIC PHARMS LTD,Prescription,False,-,-,-,-,False,False,-
7292,DESVENLAFAXINE,204150,NDA,2013-03-04 00:00:00,ALEMBIC PHARMS LTD,Prescription,False,-,-,-,-,False,False,-
7314,DESONATE,21844,NDA,2006-10-20 00:00:00,BAYER HLTHCARE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021844_desonate_toc.cfm,True,True,False,False,False,-
7379,DESCOVY,208215,NDA,2016-04-04 00:00:00,GILEAD SCIENCES INC,Prescription,False,-,-,-,-,False,False,-
7390,DEPOCYT,21041,NDA,1999-04-01 00:00:00,PACIRA PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21-041_DepoCyt.cfm,True,False,False,False,False,-
7393,DEPO-SUBQ PROVERA 104,21583,NDA,2004-12-17 00:00:00,PHARMACIA AND UPJOHN,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021583s000TOC.cfm,True,True,False,False,False,-
7400,DEPAKOTE ER,21168,NDA,2000-08-04 00:00:00,ABBVIE,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-168_Depakote.cfm,True,True,False,True,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021168_S007_DepakoteTOC.cfm
7402,DEPAKOTE ER,20782,NDA,2002-12-20 00:00:00,ABBOTT,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020782_s000_DepakoteTOC.cfm,True,False,False,False,False,-
7460,DEFINITY,21064,NDA,2001-07-31 00:00:00,LANTHEUS MEDCL,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-064_Definity.cfm,True,True,False,False,False,-
7496,DAYTRANA,21514,NDA,2006-04-06 00:00:00,NOVEN PHARMS INC,Prescription,True,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021514_daytrana_toc.cfm,True,True,False,False,False,-
7505,DAUNORUBICIN HYDROCHLORIDE,50731,NDA,1998-01-30 00:00:00,WEST-WARD PHARMS INT,Prescription,False,-,-,-,-,False,False,-
